# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0009058: [BP] biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	195.048	0.0
GO:0009058: [BP] biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	52.194	0.0
GO:0009063: [BP] cellular amino acid catabolic process	10.044	0.0
GO:0009063: [BP] cellular amino acid catabolic process|g__Zymomonas.s__Zymomonas_mobilis	10.044	0.0
GO:0009073: [BP] aromatic amino acid family biosynthetic process	40.021	0.0
GO:0009073: [BP] aromatic amino acid family biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	5.494	0.0
GO:0009073: [BP] aromatic amino acid family biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	34.526	0.0
GO:0009082: [BP] branched-chain amino acid biosynthetic process	8.992	0.0
GO:0009082: [BP] branched-chain amino acid biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	8.992	0.0
GO:0009086: [BP] methionine biosynthetic process	193.16	0.0
GO:0009086: [BP] methionine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	163.363	0.0
GO:0009086: [BP] methionine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	29.797	0.0
GO:0009088: [BP] threonine biosynthetic process	169.52	0.0
GO:0009088: [BP] threonine biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	4.181	0.0
GO:0009088: [BP] threonine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	144.581	0.0
GO:0009088: [BP] threonine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	20.758	0.0
GO:0009089: [BP] lysine biosynthetic process via diaminopimelate	225.699	0.0
GO:0009089: [BP] lysine biosynthetic process via diaminopimelate|g__Lactobacillus.s__Lactobacillus_kunkeei	179.347	0.0
GO:0009089: [BP] lysine biosynthetic process via diaminopimelate|g__Zymomonas.s__Zymomonas_mobilis	46.352	0.0
GO:0009094: [BP] L-phenylalanine biosynthetic process	6.111	0.0
GO:0009094: [BP] L-phenylalanine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	6.111	0.0
GO:0009097: [BP] isoleucine biosynthetic process	117.703	0.0
GO:0009097: [BP] isoleucine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	82.241	0.0
GO:0009097: [BP] isoleucine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	35.462	0.0
GO:0009098: [BP] leucine biosynthetic process	24.001	0.0
GO:0009098: [BP] leucine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	24.001	0.0
GO:0009099: [BP] valine biosynthetic process	20.323	0.0
GO:0009099: [BP] valine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	20.323	0.0
GO:0009102: [BP] biotin biosynthetic process	9.485	0.0
GO:0009102: [BP] biotin biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	9.485	0.0
GO:0009103: [BP] lipopolysaccharide biosynthetic process	84.982	0.0
GO:0009103: [BP] lipopolysaccharide biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	61.859	0.0
GO:0009103: [BP] lipopolysaccharide biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	23.123	0.0
GO:0009113: [BP] purine nucleobase biosynthetic process	60.796	0.0
GO:0009113: [BP] purine nucleobase biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	48.087	0.0
GO:0009113: [BP] purine nucleobase biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	12.708	0.0
GO:0009116: [BP] nucleoside metabolic process	124.675	0.0
GO:0009116: [BP] nucleoside metabolic process|g__Acinetobacter.s__Acinetobacter_boissieri	5.171	0.0
GO:0009116: [BP] nucleoside metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	93.998	0.0
GO:0009116: [BP] nucleoside metabolic process|g__Zymomonas.s__Zymomonas_mobilis	25.506	0.0
GO:0009117: [BP] nucleotide metabolic process	67.764	0.0
GO:0009117: [BP] nucleotide metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	52.332	0.0
GO:0009117: [BP] nucleotide metabolic process|g__Zymomonas.s__Zymomonas_mobilis	15.432	0.0
GO:0009143: [BP] nucleoside triphosphate catabolic process	24.465	0.0
GO:0009143: [BP] nucleoside triphosphate catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	24.465	0.0
GO:0009146: [BP] purine nucleoside triphosphate catabolic process	38.32	0.0
GO:0009146: [BP] purine nucleoside triphosphate catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	31.466	0.0
GO:0009146: [BP] purine nucleoside triphosphate catabolic process|g__Zymomonas.s__Zymomonas_mobilis	6.854	0.0
GO:0009156: [BP] ribonucleoside monophosphate biosynthetic process	28.332	0.0
GO:0009156: [BP] ribonucleoside monophosphate biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	5.171	0.0
GO:0009156: [BP] ribonucleoside monophosphate biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	16.587	0.0
GO:0009156: [BP] ribonucleoside monophosphate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	6.574	0.0
GO:0009164: [BP] nucleoside catabolic process	24.65	0.0
GO:0009164: [BP] nucleoside catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	24.65	0.0
GO:0009165: [BP] nucleotide biosynthetic process	28.332	0.0
GO:0009165: [BP] nucleotide biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	5.171	0.0
GO:0009165: [BP] nucleotide biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	16.587	0.0
GO:0009165: [BP] nucleotide biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	6.574	0.0
GO:0009166: [BP] nucleotide catabolic process	48.933	0.0
GO:0009166: [BP] nucleotide catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	48.933	0.0
GO:0009228: [BP] thiamine biosynthetic process	136.891	0.0
GO:0009228: [BP] thiamine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	115.134	0.0
GO:0009228: [BP] thiamine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	21.757	0.0
GO:0009229: [BP] thiamine diphosphate biosynthetic process	106.427	0.0
GO:0009229: [BP] thiamine diphosphate biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	91.991	0.0
GO:0009229: [BP] thiamine diphosphate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	14.436	0.0
GO:0009231: [BP] riboflavin biosynthetic process	47.251	0.0
GO:0009231: [BP] riboflavin biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	7.135	0.0
GO:0009231: [BP] riboflavin biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	25.458	0.0
GO:0009231: [BP] riboflavin biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	14.658	0.0
GO:0009236: [BP] cobalamin biosynthetic process	69.958	0.0
GO:0009236: [BP] cobalamin biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	3.314	0.0
GO:0009236: [BP] cobalamin biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	56.867	0.0
GO:0009236: [BP] cobalamin biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	9.776	0.0
GO:0009245: [BP] lipid A biosynthetic process	100.57	0.0
GO:0009245: [BP] lipid A biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	9.132	0.0
GO:0009245: [BP] lipid A biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	75.254	0.0
GO:0009245: [BP] lipid A biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	16.183	0.0
GO:0009249: [BP] protein lipoylation	8.965	0.0
GO:0009249: [BP] protein lipoylation|g__Acetobacter.s__Acetobacter_orientalis	3.933	0.0
GO:0009249: [BP] protein lipoylation|g__Zymomonas.s__Zymomonas_mobilis	5.033	0.0
GO:0009250: [BP] glucan biosynthetic process	59.817	0.0
GO:0009250: [BP] glucan biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	59.817	0.0
GO:0009252: [BP] peptidoglycan biosynthetic process	401.912	0.0
GO:0009252: [BP] peptidoglycan biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0009252: [BP] peptidoglycan biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	340.187	0.0
GO:0009252: [BP] peptidoglycan biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	57.514	0.0
GO:0009253: [BP] peptidoglycan catabolic process	169.365	0.0
GO:0009253: [BP] peptidoglycan catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	164.14	0.0
GO:0009253: [BP] peptidoglycan catabolic process|g__Zymomonas.s__Zymomonas_mobilis	5.225	0.0
GO:0009254: [BP] peptidoglycan turnover	6.105	0.0
GO:0009254: [BP] peptidoglycan turnover|g__Zymomonas.s__Zymomonas_mobilis	6.105	0.0
GO:0009263: [BP] deoxyribonucleotide biosynthetic process	25.804	0.0
GO:0009263: [BP] deoxyribonucleotide biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	6.251	0.0
GO:0009263: [BP] deoxyribonucleotide biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	19.553	0.0
GO:0009274: [CC] peptidoglycan-based cell wall	5.633	0.0
GO:0009274: [CC] peptidoglycan-based cell wall|g__Zymomonas.s__Zymomonas_mobilis	5.633	0.0
GO:0009279: [CC] cell outer membrane	161.325	0.0
GO:0009279: [CC] cell outer membrane|g__Acetobacter.s__Acetobacter_orientalis	15.142	0.0
GO:0009279: [CC] cell outer membrane|g__Zymomonas.s__Zymomonas_mobilis	146.183	0.0
GO:0009288: [CC] bacterial-type flagellum	9.489	0.0
GO:0009288: [CC] bacterial-type flagellum|g__Zymomonas.s__Zymomonas_mobilis	9.489	0.0
GO:0009294: [BP] DNA mediated transformation	38.591	0.0
GO:0009294: [BP] DNA mediated transformation|g__Lactobacillus.s__Lactobacillus_kunkeei	38.591	0.0
GO:0009295: [CC] nucleoid	39.438	0.0
GO:0009295: [CC] nucleoid|g__Acetobacter.s__Acetobacter_orientalis	7.971	0.0
GO:0009295: [CC] nucleoid|g__Lactobacillus.s__Lactobacillus_kunkeei	31.467	0.0
GO:0009305: [BP] protein biotinylation	21.16	0.0
GO:0009305: [BP] protein biotinylation|g__Lactobacillus.s__Lactobacillus_kunkeei	21.16	0.0
GO:0009306: [BP] protein secretion	202.015	0.0
GO:0009306: [BP] protein secretion|g__Acetobacter.s__Acetobacter_orientalis	10.376	0.0
GO:0009306: [BP] protein secretion|g__Lactobacillus.s__Lactobacillus_kunkeei	99.165	0.0
GO:0009306: [BP] protein secretion|g__Zymomonas.s__Zymomonas_mobilis	92.474	0.0
GO:0009307: [BP] DNA restriction-modification system	39.986	0.0
GO:0009307: [BP] DNA restriction-modification system|g__Lactobacillus.s__Lactobacillus_kunkeei	25.541	0.0
GO:0009307: [BP] DNA restriction-modification system|g__Zymomonas.s__Zymomonas_mobilis	14.445	0.0
GO:0009316: [CC] 3-isopropylmalate dehydratase complex	8.297	0.0
GO:0009316: [CC] 3-isopropylmalate dehydratase complex|g__Zymomonas.s__Zymomonas_mobilis	8.297	0.0
GO:0009317: [CC] acetyl-CoA carboxylase complex	98.116	0.0
GO:0009317: [CC] acetyl-CoA carboxylase complex|g__Lactobacillus.s__Lactobacillus_kunkeei	91.467	0.0
GO:0009317: [CC] acetyl-CoA carboxylase complex|g__Zymomonas.s__Zymomonas_mobilis	6.65	0.0
GO:0009318: [CC] exodeoxyribonuclease VII complex	255.874	0.0
GO:0009318: [CC] exodeoxyribonuclease VII complex|g__Lactobacillus.s__Lactobacillus_kunkeei	223.334	0.0
GO:0009318: [CC] exodeoxyribonuclease VII complex|g__Zymomonas.s__Zymomonas_mobilis	32.54	0.0
GO:0009331: [CC] glycerol-3-phosphate dehydrogenase complex	46.28	0.0
GO:0009331: [CC] glycerol-3-phosphate dehydrogenase complex|g__Lactobacillus.s__Lactobacillus_kunkeei	39.024	0.0
GO:0009331: [CC] glycerol-3-phosphate dehydrogenase complex|g__Zymomonas.s__Zymomonas_mobilis	7.257	0.0
GO:0009337: [CC] sulfite reductase complex (NADPH)	5.942	0.0
GO:0009337: [CC] sulfite reductase complex (NADPH)|g__Zymomonas.s__Zymomonas_mobilis	5.942	0.0
GO:0009349: [CC] riboflavin synthase complex	16.694	0.0
GO:0009349: [CC] riboflavin synthase complex|g__Acetobacter.s__Acetobacter_orientalis	7.135	0.0
GO:0009349: [CC] riboflavin synthase complex|g__Zymomonas.s__Zymomonas_mobilis	9.559	0.0
GO:0009358: [CC] polyphosphate kinase complex	30.228	0.0
GO:0009358: [CC] polyphosphate kinase complex|g__Lactobacillus.s__Lactobacillus_kunkeei	21.066	0.0
GO:0009358: [CC] polyphosphate kinase complex|g__Zymomonas.s__Zymomonas_mobilis	9.162	0.0
GO:0009360: [CC] DNA polymerase III complex	111.49	4.204
GO:0009360: [CC] DNA polymerase III complex|g__Lactobacillus.s__Lactobacillus_kunkeei	104.852	4.204
GO:0009360: [CC] DNA polymerase III complex|g__Zymomonas.s__Zymomonas_mobilis	6.638	0.0
GO:0009372: [BP] quorum sensing	5.813	0.0
GO:0009372: [BP] quorum sensing|g__Acetobacter.s__Acetobacter_orientalis	5.813	0.0
GO:0009378: [MF] four-way junction helicase activity	66.099	0.0
GO:0009378: [MF] four-way junction helicase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	54.862	0.0
GO:0009378: [MF] four-way junction helicase activity|g__Zymomonas.s__Zymomonas_mobilis	11.238	0.0
GO:0009379: [CC] Holliday junction helicase complex	27.91	0.0
GO:0009379: [CC] Holliday junction helicase complex|g__Lactobacillus.s__Lactobacillus_kunkeei	21.524	0.0
GO:0009379: [CC] Holliday junction helicase complex|g__Zymomonas.s__Zymomonas_mobilis	6.386	0.0
GO:0009380: [CC] excinuclease repair complex	89.218	0.0
GO:0009380: [CC] excinuclease repair complex|g__Lactobacillus.s__Lactobacillus_kunkeei	66.642	0.0
GO:0009380: [CC] excinuclease repair complex|g__Zymomonas.s__Zymomonas_mobilis	22.575	0.0
GO:0009381: [MF] excinuclease ABC activity	89.218	0.0
GO:0009381: [MF] excinuclease ABC activity|g__Lactobacillus.s__Lactobacillus_kunkeei	66.642	0.0
GO:0009381: [MF] excinuclease ABC activity|g__Zymomonas.s__Zymomonas_mobilis	22.575	0.0
GO:0009396: [BP] folic acid-containing compound biosynthetic process	19.431	0.0
GO:0009396: [BP] folic acid-containing compound biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	19.431	0.0
GO:0009398: [BP] FMN biosynthetic process	25.458	0.0
GO:0009398: [BP] FMN biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	25.458	0.0
GO:0009399: [BP] nitrogen fixation	79.032	0.0
GO:0009399: [BP] nitrogen fixation|g__Lactobacillus.s__Lactobacillus_kunkeei	27.026	0.0
GO:0009399: [BP] nitrogen fixation|g__Zymomonas.s__Zymomonas_mobilis	52.006	0.0
GO:0009401: [BP] phosphoenolpyruvate-dependent sugar phosphotransferase system	117.953	0.0
GO:0009401: [BP] phosphoenolpyruvate-dependent sugar phosphotransferase system|g__Lactobacillus.s__Lactobacillus_kunkeei	117.953	0.0
GO:0009403: [BP] toxin biosynthetic process	40.001	0.0
GO:0009403: [BP] toxin biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	32.544	0.0
GO:0009403: [BP] toxin biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	7.456	0.0
GO:0009405: [BP] pathogenesis	7.95	0.0
GO:0009405: [BP] pathogenesis|g__Lactobacillus.s__Lactobacillus_kunkeei	7.95	0.0
GO:0009408: [BP] response to heat	36.907	8.696
GO:0009408: [BP] response to heat|g__Lactobacillus.s__Lactobacillus_kunkeei	25.356	8.696
GO:0009408: [BP] response to heat|g__Zymomonas.s__Zymomonas_mobilis	11.552	0.0
GO:0009409: [BP] response to cold	23.318	0.0
GO:0009409: [BP] response to cold|g__Lactobacillus.s__Lactobacillus_kunkeei	23.318	0.0
GO:0009423: [BP] chorismate biosynthetic process	35.621	0.0
GO:0009423: [BP] chorismate biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	5.494	0.0
GO:0009423: [BP] chorismate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	30.127	0.0
GO:0009424: [CC] bacterial-type flagellum hook	5.05	0.0
GO:0009424: [CC] bacterial-type flagellum hook|g__Zymomonas.s__Zymomonas_mobilis	5.05	0.0
GO:0009425: [CC] bacterial-type flagellum basal body	56.508	0.0
GO:0009425: [CC] bacterial-type flagellum basal body|g__Acetobacter.s__Acetobacter_orientalis	6.579	0.0
GO:0009425: [CC] bacterial-type flagellum basal body|g__Zymomonas.s__Zymomonas_mobilis	49.929	0.0
GO:0009428: [CC] bacterial-type flagellum basal body, distal rod, P ring	9.206	0.0
GO:0009428: [CC] bacterial-type flagellum basal body, distal rod, P ring|g__Zymomonas.s__Zymomonas_mobilis	9.206	0.0
GO:0009432: [BP] SOS response	277.408	0.0
GO:0009432: [BP] SOS response|g__Lactobacillus.s__Lactobacillus_kunkeei	226.773	0.0
GO:0009432: [BP] SOS response|g__Zymomonas.s__Zymomonas_mobilis	50.636	0.0
GO:0009435: [BP] NAD biosynthetic process	96.772	0.0
GO:0009435: [BP] NAD biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	86.024	0.0
GO:0009435: [BP] NAD biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	10.748	0.0
GO:0009446: [BP] putrescine biosynthetic process	7.614	0.0
GO:0009446: [BP] putrescine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	7.614	0.0
GO:0009758: [BP] carbohydrate utilization	5.512	0.0
GO:0009758: [BP] carbohydrate utilization|g__Zymomonas.s__Zymomonas_mobilis	5.512	0.0
GO:0009898: [CC] cytoplasmic side of plasma membrane	39.083	0.0
GO:0009898: [CC] cytoplasmic side of plasma membrane|g__Lactobacillus.s__Lactobacillus_kunkeei	29.798	0.0
GO:0009898: [CC] cytoplasmic side of plasma membrane|g__Zymomonas.s__Zymomonas_mobilis	9.285	0.0
GO:0009982: [MF] pseudouridine synthase activity	129.112	6.18
GO:0009982: [MF] pseudouridine synthase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	117.659	6.18
GO:0009982: [MF] pseudouridine synthase activity|g__Zymomonas.s__Zymomonas_mobilis	11.453	0.0
GO:0009986: [CC] cell surface	29.594	0.0
GO:0009986: [CC] cell surface|g__Lactobacillus.s__Lactobacillus_kunkeei	29.594	0.0
GO:0010033: [BP] response to organic substance	4.679	0.0
GO:0010033: [BP] response to organic substance|g__Zymomonas.s__Zymomonas_mobilis	4.679	0.0
GO:0010038: [BP] response to metal ion	4.593	0.0
GO:0010038: [BP] response to metal ion|g__Acetobacter.s__Acetobacter_orientalis	4.593	0.0
GO:0010181: [MF] FMN binding	160.811	0.0
GO:0010181: [MF] FMN binding|g__Acetobacter.s__Acetobacter_orientalis	12.874	0.0
GO:0010181: [MF] FMN binding|g__Lactobacillus.s__Lactobacillus_kunkeei	119.057	0.0
GO:0010181: [MF] FMN binding|g__Zymomonas.s__Zymomonas_mobilis	28.88	0.0
GO:0010468: [BP] regulation of gene expression	17.618	0.0
GO:0010468: [BP] regulation of gene expression|g__Zymomonas.s__Zymomonas_mobilis	17.618	0.0
GO:0010501: [BP] RNA secondary structure unwinding	30.772	0.0
GO:0010501: [BP] RNA secondary structure unwinding|g__Lactobacillus.s__Lactobacillus_kunkeei	30.772	0.0
GO:0015031: [BP] protein transport	118.993	0.0
GO:0015031: [BP] protein transport|g__Lactobacillus.s__Lactobacillus_kunkeei	36.934	0.0
GO:0015031: [BP] protein transport|g__Zymomonas.s__Zymomonas_mobilis	82.058	0.0
GO:0015035: [MF] protein disulfide oxidoreductase activity	311.597	17.788
GO:0015035: [MF] protein disulfide oxidoreductase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	301.62	17.788
GO:0015035: [MF] protein disulfide oxidoreductase activity|g__Zymomonas.s__Zymomonas_mobilis	9.977	0.0
GO:0015074: [BP] DNA integration	1522.097	73.391
GO:0015074: [BP] DNA integration|g__Acetobacter.s__Acetobacter_orientalis	522.03	0.0
GO:0015074: [BP] DNA integration|g__Lactobacillus.s__Lactobacillus_kunkeei	980.739	73.391
GO:0015074: [BP] DNA integration|g__Zymomonas.s__Zymomonas_mobilis	19.329	0.0
GO:0015079: [MF] potassium ion transmembrane transporter activity	33.351	0.0
GO:0015079: [MF] potassium ion transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.939	0.0
GO:0015079: [MF] potassium ion transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	3.412	0.0
GO:0015097: [MF] mercury ion transmembrane transporter activity	21.297	0.0
GO:0015097: [MF] mercury ion transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	21.297	0.0
GO:0015103: [MF] inorganic anion transmembrane transporter activity	38.477	0.0
GO:0015103: [MF] inorganic anion transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	38.477	0.0
GO:0015128: [MF] gluconate transmembrane transporter activity	31.059	0.0
GO:0015128: [MF] gluconate transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.576	0.0
GO:0015128: [MF] gluconate transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	3.483	0.0
GO:0015144: [MF] carbohydrate transmembrane transporter activity	50.505	0.0
GO:0015144: [MF] carbohydrate transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	50.505	0.0
GO:0015159: [MF] polysaccharide transmembrane transporter activity	3.786	0.0
GO:0015159: [MF] polysaccharide transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	3.786	0.0
GO:0015210: [MF] uracil transmembrane transporter activity	25.745	0.0
GO:0015210: [MF] uracil transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	25.745	0.0
GO:0015225: [MF] biotin transporter activity	28.425	0.0
GO:0015225: [MF] biotin transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.425	0.0
GO:0015232: [MF] heme transporter activity	5.069	0.0
GO:0015232: [MF] heme transporter activity|g__Zymomonas.s__Zymomonas_mobilis	5.069	0.0
GO:0015238: [MF] drug transmembrane transporter activity	6.661	0.0
GO:0015238: [MF] drug transmembrane transporter activity|g__Zymomonas.s__Zymomonas_mobilis	6.661	0.0
GO:0015267: [MF] channel activity	49.796	0.0
GO:0015267: [MF] channel activity|g__Lactobacillus.s__Lactobacillus_kunkeei	49.796	0.0
GO:0015288: [MF] porin activity	13.003	0.0
